"Input_id","labeldem","labelgop","labeldjt"
"dgpk448",0,-1,-1
"dspsf78",-1,0,0
"doeir4u",0,-1,0
"drueh8g",0,-1,-1
"dj00zy0",-1,0,0
"dfde1ut",0,0,-1
"dpxxzuk",0,-1,-1
"dri91nx",-1,-99,-99
"dqmk3ok",0,-1,-1
"dms0ayb",-1,0,-1
"dl1nfao",-1,0,0
"dtffhfz",-1,0,1
"dr24mq1",-1,1,1
"d9orvkn",0,-1,-1
"dqqt008",0,1,1
"doz2757",0,0,-1
"deaofx8",0,-1,-1
"dq8q4ah",0,0,-1
"d9t4ktb",-99,-1,-1
"dcr3y7b",0,0,-1
"dufspxn",0,0,-1
"dj78a8c",-1,1,0
"dp1yxr5",-1,1,1
"dtmufmj",0,-1,-1
"dhcj2jx",0,0,-1
"ddpdavi",0,-1,-1
"dqxru2e",0,0,-1
"dc3psum",1,-1,-1
"dazbugw",0,-1,-1
"dmmtvwh",0,-1,0
"do3bv1s",0,-1,-1
"duao6n2",-1,0,0
"doiocmv",0,0,-1
"drvhbfp",1,-1,0
"dh5bpub",-1,0,1
"ddg9xt0",0,-1,0
"dq20md3",-1,0,0
"ddtrklw",-1,1,1
"dpwkzgx",-1,1,1
"dlqu3g6",0,0,-1
"dpnurbt",0,-1,-1
"dap24dr",1,0,0
"dsq39g2",0,0,-1
"dtjdpgb",0,-1,-1
"dpaj0s0",0,0,-1
"dlod5ly",0,-1,-1
"dua8kpc",-1,0,1
"dp4x6z4",0,-1,-1
"duvrtiv",0,-1,-1
"dpobwvh",0,0,1
"dp3o0an",-1,0,0
"dg45xcq",0,0,-1
"ddc4fn2",0,-1,-1
"dcbuiow",-1,0,-99
"dqui3bv",0,-1,0
"do78kr2",0,0,1
"dr4rhgq",-1,0,0
"dptwtei",0,-1,-1
"ds1zy1i",-1,0,-99
"dffkgfz",-1,1,1
"ddstl5z",0,-1,-1
"djm8nu2",0,0,-1
"da8rqxu",-1,1,1
"dua6kdl",-1,1,1
"drw9cql",0,1,1
"dsyd1k4",-1,0,0
"difw7n1",0,0,1
"dr5zaqr",-1,0,0
"dcsz832",0,0,1
"dr5wlqs",-1,1,0
"dr7q472",-1,-1,0
"d9jlan2",-1,0,0
"dezp5o6",-1,0,0
"dj666fb",-1,1,0
"dtgkuou",-1,0,0
"doz05hr",0,-1,-1
"dsvi30g",0,0,-1
"daqqy8r",-1,1,1
"drtl6se",0,-1,0
"dgaqnwv",-1,0,0
"dpqao5b",-1,1,1
"ddg7arb",0,-1,0
"dbsx614",-1,1,1
"dscoh2k",-1,1,1
"dd7q960",0,-1,-1
"dnizrrt",-1,0,-99
"dpbj7k7",0,-1,-1
"dqnglwx",-1,0,0
"da2susf",-1,1,0
"dtjq8bn",0,-1,-1
"dsyd73z",-1,1,0
"dphf4pg",-1,0,0
"dgureks",0,1,1
"dl4szq0",0,-1,-1
"djatjbe",0,0,-1
"df18408",-1,0,-1
"du2yv24",0,0,1
"dpuwqse",-1,0,0
"dtfvdub",0,0,-1
"dfg2vqf",0,0,-1
"dt9qxm7",0,0,1
"dat9zgh",0,0,-1
"dogx9tl",0,0,-1
"drelu05",-1,0,0
"dizbtje",0,-1,-1
"dd5acrp",0,-1,-1
"dikw5wo",0,-1,0
"d9k4d5d",-1,1,1
"devrxsu",0,0,-1
"dp3bsj1",0,0,1
"dumi97d",-1,-1,0
"dg53s7v",-1,0,0
"db26p8t",0,-1,-1
"dhnb041",0,0,-1
"ddy6vls",-1,0,0
"dums5sq",0,-1,-1
"dtfjcbb",0,-1,-1
"dqvs0if",0,-1,-1
"dimvkg2",0,1,1
"dttinlr",0,0,1
"dgy051e",-1,1,1
"dhzlb2s",-99,-1,0
"dsivy58",-1,1,1
"dqrm5ip",0,-1,0
"dszdn1g",-1,1,1
"ds4k9e6",0,-1,0
"dkvwcsw",0,-1,-1
"dqmkfho",-1,1,1
"dae3et9",-1,1,1
"dhcnxnl",-1,1,1
"dstw4qt",0,0,-1
"deiztsj",0,-1,-1
"du3npum",-1,0,1
"derv8eg",0,-1,-1
"df6fzup",-1,0,0
"dmy0qhz",0,-1,0
"djzgrdc",-1,0,1
"duzdxmk",0,-1,-1
"dhh41b0",0,0,-1
"dl5kvy2",0,0,-1
"dcabgb7",-99,-1,-1
"das8mqz",0,0,-1
"dmdbp45",0,0,-1
"dhln7tq",0,-1,-1
"djwv22o",0,-1,-1
"dqmpash",0,-1,-1
"do822ws",-1,0,0
"d9x67m4",-1,1,0
"dsme0bv",-1,0,0
"dfqc7yr",1,-1,-1
"dfz7ubz",0,-1,0
"duns63y",-1,1,1
"ddfxvfx",0,-1,-1
"dsyjw1q",-1,0,0
"dn00d4k",-1,0,0
"drogmv5",0,-1,-1
"dpu2s7t",-1,0,0
"dcxqbx5",0,0,-1
"dqc6ftl",0,-1,-1
"davsnhj",0,0,-1
"dcqd5x8",0,-1,-1
"dj9bu02",0,-1,-1
"dsyfvk1",0,-1,-1
"du7lerb",0,-1,-1
"dmzmu6v",0,0,-1
"dcpnoc7",-1,0,0
"dtihjtg",-1,0,0
"dest74b",-1,0,0
"dlcaanw",0,0,-1
"dcyjbsr",-1,0,0
"dcdpub7",-1,0,0
"drxiv3n",0,0,-1
"ddcxxqs",1,0,0
"dc9wo2x",0,0,1
"dt6uksa",-1,0,1
"dp8h3k3",0,0,-1
"dnwqgmd",-99,-1,0
"dhtb9zx",-1,0,0
"dckglli",-1,1,1
"di9kppk",0,-1,0
"ds6efno",-1,0,0
"doapgj7",0,-1,-1
"dfplos2",-1,0,0
"dbxgh4o",-99,0,-1
"dekzrtt",-1,1,1
"drzysw4",0,0,-1
"dbk4s7t",0,-1,0
"d9l5zhp",-1,0,0
"dhypflh",0,-1,-1
"dh48851",0,0,-1
"dd4wkvp",0,0,1
"dj6927j",-1,1,1
"dn9unh7",0,-1,0
"dcgfrou",-1,0,1
"dikq1vb",0,0,-1
"dp0jcmr",0,-1,-1
"dgncm59",0,-1,-1
"du3ak9u",-1,0,0
"dil7v1w",0,-1,-1
"ddvpkgb",0,-1,-1
"deeytkp",-1,0,0
"dfi9waw",1,0,-1
"df58fqv",-1,-99,-99
"dkhj3he",0,0,-1
"diltrgf",0,0,-1
"ddynya2",0,-1,-1
"dtmdv6t",0,0,-1
"dgk3d0r",-1,0,0
"dnw40xc",0,-1,-1
"dqf1qm9",0,0,1
"dhcsys2",-1,0,0
"dizb9k6",0,-1,-1
"dkpmv88",0,-1,-1
"do7y2h5",0,-1,-1
"dirv7r5",-1,0,0
"dmpk0al",0,-1,0
"di5lzha",0,1,1
"dm5utx7",0,0,1
"dr3dgxv",0,-1,-1
"dtpwvs2",-1,0,0
"dnw2cnr",0,0,-1
"dbjzwoc",0,-1,-1
"dfa5s62",-1,1,1
"duc3eb2",0,-1,0
"dbfkmiu",-1,-99,0
"dbr5u2k",-1,0,0
"dpphui5",0,-1,-1
"dksqvs5",0,-1,-1
"drnaoi8",-1,1,1
"djttcgr",0,0,-1
"dto7ral",0,0,-1
"du7f78u",-1,0,0
"dl28lxl",0,0,-1
"drtsa8p",-1,1,0
"dctlyol",0,0,-1
"ducmfnr",-1,1,1
"dimusy8",-1,1,1
"dmaljpb",0,-1,-1
"dd3zzcw",1,0,0
"dcyq8of",-1,1,1
"dssea91",0,0,-1
"drqpwsn",0,0,1
"dd5s2sw",-1,0,0
"dc71i5m",0,-1,-1
"dtcfki5",0,0,-1
"dgf4zhe",-1,0,0
"ddc3omz",0,0,1
"dj8zqes",0,-1,-1
"dti6rs8",0,0,1
"dszkrvt",-99,-1,0
"ddw7iad",-1,0,0
"dti2in8",0,1,1
"dhs2g6l",0,0,-1
"dl63nd7",-1,1,1
"dcjc8sg",0,-1,-1
"dlomqe6",-1,0,1
"dh63iz6",-1,0,0
"dpchpef",0,0,-1
"dizafm1",0,0,-1
"djpzy7b",-1,0,0
"djuj4c0",1,0,-1
"dr6qatw",1,-99,0
"dszti2z",-1,0,0
"dkjm88g",0,-1,-1
"duq0q9r",0,-1,-1
"dit6g3k",0,0,-1
"dc4iqjm",-1,0,0
"dm54g9b",-1,1,1
"dureoxe",1,-1,0
"dopzr4h",0,0,-1
"dr2xetb",-1,0,0
"dc5qdii",-1,0,0
"dh4sk5q",0,-1,-1
"dqi95jx",0,-1,0
"df4nmt1",-1,0,0
"dlh03xe",0,-1,0
"dlz5zxf",0,1,1
"dotbvo7",-1,-1,0
"dl3ta5m",0,0,-1
"da1yepo",0,0,-1
"dtdtmf1",-1,1,0
"dm3tcbl",0,0,-1
"da7eiun",-1,1,0
"dhouuzt",0,-1,-1
"dcvxacr",0,-1,-1
"duhpuo2",0,-1,-1
"dmac396",0,-1,-1
"diltxv6",0,-1,-1
"dufuqsi",-1,1,1
"dat5pac",0,-1,-1
"dct9qwt",-1,0,0
"dkne51u",0,-1,-1
"dpl9q45",-1,-1,0
"du19mow",-1,0,0
"djqztfw",-1,0,-99
"diavkkp",0,-99,-1
"dt9sp8o",-1,0,1
"dqyi7ox",0,0,-1
"dr6606y",1,-1,0
"dsucpcd",-1,1,1
"dbhagub",-1,0,0
"dbd1mxb",-1,0,0
"delnncb",-1,1,1
"dfecdxw",0,-1,-1
"drp5p09",0,-1,-1
"dccybls",-1,0,0
"dktxdyt",0,-1,0
"dcjf9et",0,-1,-1
"ddjg6jy",0,0,-1
"dc9uncg",-1,1,1
"dqu9gtq",-1,1,1
"dou0jpo",-1,-1,0
"dgjccgc",-1,0,1
"dhpugha",0,0,-1
"dtgryv4",-1,0,0
"dsl8qbr",0,0,-1
"dh2jh43",0,0,-1
"dfmx2vp",-1,0,1
"dl53a95",-1,1,1
"dp39i7p",0,-1,-1
"dqehuym",0,0,-1
"dklr871",-1,0,0
"da71z9h",0,0,-1
"dejnsep",-1,0,-99
"dth8r7v",-1,0,0
"djpdr7r",-1,0,0
"dseeb28",-1,1,1
"dl217ac",0,-1,-1
"dnuswkg",0,0,-1
"dh5utuo",0,-1,0
"dti1cr4",-1,0,-99
"df4nyyw",-1,1,0
"db6nkqp",0,0,-1
"dcuqkee",0,-1,-1
"dqepp1b",-1,0,0
"dti2dj8",-1,1,-99
"dr55fi2",0,1,1
"duoj5i9",-1,0,0
"dcr51at",-1,1,1
"dpaie56",0,-1,-1
"dhvlqg0",-1,0,0
"dcevv8f",-1,0,0
"drb98bq",-1,0,0
"di0zyu6",0,-1,-1
"dd0l8py",0,0,-1
"dp07pjj",0,1,1
"depd6ux",0,-1,0
"dd1o1ps",0,0,1
"dsyjgbo",1,-1,0
"dcr41v1",0,0,-1
"dsp27mq",0,0,1
"dps3km3",0,-1,-1
"du8u73x",0,0,-1
"ddnk8vw",-1,0,0
"dhcj16u",0,0,-1
"dkp8zlp",0,0,-1
"dfxfag8",0,-1,-1
"df6fl4f",-1,1,0
"dodv2wc",-1,0,0
"depky3j",0,0,-1
"dt4selq",0,-1,-1
"djnc5vn",-1,1,1
"dd27a3u",-1,1,1
"dpae989",0,-1,-1
"dhnbeyo",0,0,-1
"dqlxk6q",0,-1,-1
"dn2mxhv",0,1,1
"drj320h",0,-1,-1
"dl4uy6b",0,-1,-1
"dcarfsw",0,0,-1
"ds2rzln",0,-1,0
"dilfj6r",-1,0,0
"dtwuibl",-1,1,1
"dcnhgjl",0,-1,0
"dl1gm69",0,0,-1
"dndhgr6",-1,0,1
"dgyyz7n",-1,-99,0
"dt25ys2",0,0,-1
"dtyr4re",-1,1,1
"dhha3g5",0,-1,0
"ddq7awb",-1,0,0
"dko3z9o",-1,0,0
"dq59v5v",1,-1,0
"dcikxn7",0,-1,-1
"ddhzr5d",0,-1,-1
"dhi70jt",0,0,-1
"dqmxs63",0,-1,-1
"djte2co",0,-1,0
"dh3shfu",-1,0,0
"dty2yhz",-1,-99,1
"dn0cqvm",0,-1,-1
"du4kdm8",-1,1,0
"d9ptjs3",-1,0,0
"dne7y0d",0,0,-1
"dj1lz53",0,-1,-1
"dfp7tcj",0,0,1
"dimrro9",-1,0,0
"dl5q9i7",0,0,-1
"dgie2jw",0,0,-1
"dragqvz",0,1,1
"dsc0se8",0,0,-1
"deazzcj",0,-1,-1
"dtfw7gf",-1,1,1
"dtsfv9v",0,-1,-1
"dkpr7sh",0,-1,0
"dhgonw5",0,0,-1
"dror72k",0,1,0
"dd4l41s",0,-1,-1
"do7ugyz",0,0,-1
"drnx4cq",-1,0,0
"dt78ssm",-1,1,1
"dnw1gyb",0,0,-1
"dsm21q0",0,0,-1
"ddot7dx",-1,1,1
"dud8y4j",-1,1,1
"dikb0yi",0,-1,-1
"dbbfnwl",0,1,1
"dti30h4",-1,1,1
"dschgxi",0,-1,-1
"dpifgc9",0,0,-1
"dl5gnxw",-1,1,1
"dht88en",-1,0,0
"dd24uph",0,0,-1
"doi3h6i",-1,0,0
"dtioxbj",0,0,1
"dsindxj",-1,0,0
"djcf7hj",-1,0,0
"djh1v4c",0,-1,0
"ddxj7ze",-1,0,0
"dm5eyv0",0,-1,-1
"dn89lbq",0,-1,-1
"dtrlg42",0,-1,-1
"dj0hsiy",-1,0,0
"duhmnuf",-1,0,0
"dsfkx2i",-1,0,0
"dlk8d14",-1,0,0
"ds5pq0g",0,1,1
"dgiwa74",0,-1,-1
"drs14f6",0,0,1
"da4kejo",-1,0,1
"dc2u9wt",0,0,-1
"dlon93h",-1,1,1
"dcd38ju",-1,0,0
"dr7xys4",0,-1,0
"dqz1v0b",-1,1,1
"dfpjdig",0,-1,-1
"drwtj8n",0,0,1
"dtuv0wa",-1,0,0
"di9qmgs",0,-1,-1
"dsfyndc",0,0,-1
"db0hcs8",0,-1,0
"dr9dnfq",-1,1,1
"ddtyhox",0,-1,-1
"de3k1sl",-1,1,1
"dfcjr1y",-1,0,0
"dufrhc3",0,0,-1
"dm02vr4",-1,0,0
"dk7hn63",-1,0,1
"dt35v6w",0,-1,-1
"dsblgx1",0,-1,-1
"dtmmduk",-1,0,0
"dt5c32l",0,0,-1
"drs0i0y",0,0,-1
"desn89e",1,-1,0
"dpifmcf",-1,-1,1
"dirmhka",0,1,-1
"dswe8q6",-1,0,0
"dposq8f",-1,0,1
"daa65rw",0,-1,-1
"dcq7uix",-1,1,1
"de636wl",0,-1,-1
"djlv7by",0,-1,0
"dss1m25",0,0,-1
"dtg0cuv",-1,-99,-99
"dof195g",-1,0,0
"d9shd8s",0,0,-1
"dilhnn1",-1,0,1
"dnesswb",-1,0,0
"dpx5oj7",-1,0,0
"dm5199w",0,1,1
"dcxpaeh",0,0,1
"db0blev",-1,0,0
"dm7ghsp",-1,0,0
"dhjqggq",0,-1,0
"dc5tu3q",-1,0,0
"diuts59",-1,1,1
"du3ewwo",-1,0,0
"du18omq",-1,1,1
"dib2dwu",-1,0,0
"djp43x9",0,0,-1
"dsz92d8",0,0,-1
"dq55fxg",0,0,1
"ddizw1y",0,-1,-1
"du7kgad",1,0,0
"dr450yy",0,-1,-1
"dslfk6a",0,0,-1
"dllz6a9",1,-1,-1
"dtgagxs",-1,0,0
"dfhwewl",-1,0,1
"d9ooax6",0,0,-1
"dglt9di",0,-1,-1
"ddmfcg6",0,-1,0
"dqm97m6",-1,1,1
"dglnnv7",0,-1,-1
"djzy7ko",0,0,-1
"dr5julh",0,1,1
"dimnqz5",-1,1,1
"df4j3s9",0,0,-1
"dcaishe",-1,0,0
"dkci383",-1,-99,0
"du0l82k",1,-1,-1
"dspk5zx",-1,1,0
"dpx8esh",-1,0,0
"drpsx7v",0,-1,0
"de44fh1",1,-1,0
"de472h4",0,-1,0
"do5893o",0,0,-1
"div7rhm",-1,1,1
"dgkqv41",-1,0,0
"dnpokwq",0,-1,0
"dhia7mt",-1,0,0
"dt71lz0",0,0,-1
"dtim89o",-1,0,0
"dsycnc3",-1,0,0
"dn0ce4x",0,-1,-1
"do9ef07",0,-1,-1
"djv4ew7",0,0,-1
"dp6t7lq",0,0,-1
"dgzfslv",0,0,-1
"dqpzbf6",0,-1,0
"dtgvksi",0,0,-1
"dqdpcxu",-1,0,1
"dqbla86",-1,-1,0
"dm01q10",0,0,-1
"dnpwfxs",1,0,0
"dqdjfbf",-1,0,0
"dsfgjoj",0,-1,0
"djeylj6",0,0,-1
"dcza1h6",0,-1,-1
"dksh10t",0,0,-1
"dl5qyfe",0,0,-1
"dgh4rsx",0,-1,-1
"dfnezbp",0,-1,0
"dpnjtwd",-1,1,0
"dtfvwpo",-1,0,0
"djb6hma",0,0,-1
"dq913dx",0,-1,-1
"drknc2o",-1,1,1
"dd1v3o2",-1,1,1
"dpc7x89",0,0,-1
"dqxdt89",-1,-99,-99
"drhrnio",-1,0,0
"dqi8rcv",-1,-99,0
"dcmmegt",-1,1,1
"dumak09",-1,0,0
"dhx9w0s",0,-1,-1
"dgxfprf",-1,-99,1
"dh2uyr8",-1,1,1
"dt90crf",0,0,-1
"drthgj7",1,-1,-1
"dithj8c",0,0,-1
"dqtki7n",-1,0,0
"dtgaoic",-1,0,1
"du8nl55",-1,0,0
"daadbmk",0,-99,-1
"dmndbf6",-1,1,1
"dhji6fe",-1,0,0
"dirih7y",-1,0,0
"dhcjhk2",-1,0,0
"dtke4qp",-1,0,0
"dfj1kqf",-1,0,0
"dni18kb",-1,0,0
"dqf3y87",0,-99,-1
"dj0yrw3",-1,0,0
"dge7xhf",-1,1,1
"dir3qyr",0,0,-1
"dtg5xut",0,-1,-1
"dp009j3",-1,0,0
"dsbgiyl",0,-1,-1
"do61clo",0,0,-1
"dhjsr19",-1,1,1
"duledd7",0,-1,-1
"di3bay9",0,-1,-1
"dlahqus",0,-1,0
"dpgnvvj",0,0,1
"dht1640",0,-99,-1
"dujxzr6",-99,-1,-99
"da20grm",0,0,-1
"dqgqx9r",-1,0,0
"du0kj6t",0,-1,-1
"dkeih3j",0,0,-1
"d9ggicu",-1,0,0
